ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
989,Telangana,Hyderabad,Locality C,Independent House,3,3737,238.25,6375.47,2000,Fully-Furnished,2,10,25,3,7,3,2,None,None,West,Individual,Ready to Move
990,Karnataka,Mysore,Locality C,Villa,2,2373,146.03,6153.61,2000,Fully-Furnished,12,5,25,4,2,1,2,Gated,None,South,Builder,Ready to Move
991,Delhi,New Delhi,Locality B,Apartment,5,631,27.22,4313.11,1997,Fully-Furnished,1,19,28,3,6,1,0,Gated,Clubhouse,North,Agent,Under Construction
992,Karnataka,Bangalore,Locality A,Apartment,3,3740,274.67,7344.07,2001,Unfurnished,7,13,24,3,2,1,0,Gated,Clubhouse,South,Builder,Under Construction
993,Karnataka,Mysore,Locality C,Apartment,4,1291,128.97,9989.82,2010,Fully-Furnished,16,14,15,6,9,3,2,Guard,Pool,North,Individual,Ready to Move
994,Tamil Nadu,Chennai,Locality B,Apartment,3,1346,84.64,6288.02,2003,Unfurnished,16,13,22,2,3,2,0,None,None,West,Individual,Under Construction
995,Tamil Nadu,Coimbatore,Locality B,Villa,3,1315,119.89,9117.01,1993,Semi-Furnished,12,6,32,7,1,2,1,CCTV,Clubhouse,North,Individual,Ready to Move
996,Tamil Nadu,Coimbatore,Locality B,Villa,1,1722,78.18,4539.91,2011,Unfurnished,14,13,14,1,2,4,1,Guard,Pool,South,Agent,Ready to Move
997,Karnataka,Bangalore,Locality C,Villa,2,794,46.11,5807.58,2013,Fully-Furnished,1,21,12,2,7,2,0,CCTV,Clubhouse,South,Builder,Under Construction
998,Karnataka,Bangalore,Locality C,Independent House,1,2194,132.61,6044.06,1994,Semi-Furnished,8,6,31,5,4,3,0,Guard,Clubhouse,East,Builder,Ready to Move
999,Delhi,New Delhi,Locality C,Villa,4,3809,223.45,5866.27,1997,Fully-Furnished,18,21,28,9,1,3,2,None,Gym,West,Individual,Under Construction
1000,Telangana,Hyderabad,Locality B,Independent House,5,2647,257.42,9724.92,2014,Semi-Furnished,3,21,11,5,9,4,0,CCTV,Pool,North,Builder,Under Construction
1001,Delhi,New Delhi,Locality C,Villa,2,546,43.36,7940.85,2022,Semi-Furnished,12,17,3,7,5,1,2,None,None,West,Agent,Under Construction
1002,Karnataka,Mysore,Locality C,Independent House,1,3801,224.61,5909.24,2005,Unfurnished,1,13,20,2,1,3,1,CCTV,Gym,North,Builder,Under Construction
1003,Tamil Nadu,Coimbatore,Locality C,Independent House,5,795,65.57,8247.79,1992,Semi-Furnished,13,21,33,1,4,2,0,None,None,West,Agent,Ready to Move
1004,Karnataka,Bangalore,Locality C,Apartment,2,3030,167.68,5533.85,2022,Unfurnished,1,21,3,2,2,2,0,CCTV,Clubhouse,West,Individual,Under Construction
1005,Maharashtra,Pune,Locality C,Apartment,4,2922,151.85,5196.75,1991,Unfurnished,16,19,34,4,6,2,1,None,Pool,North,Builder,Ready to Move
1006,Tamil Nadu,Chennai,Locality B,Apartment,3,1891,135.54,7167.46,2005,Fully-Furnished,4,14,20,8,3,2,2,Guard,Gym,South,Agent,Under Construction
1007,Telangana,Hyderabad,Locality B,Independent House,4,2556,251.57,9842.49,2017,Unfurnished,9,21,8,5,8,2,2,CCTV,Gym,North,Builder,Ready to Move
1008,Delhi,New Delhi,Locality C,Independent House,3,3020,160.85,5326.21,2006,Fully-Furnished,5,12,19,3,3,3,1,Gated,None,West,Agent,Ready to Move
1009,Tamil Nadu,Chennai,Locality C,Villa,2,1854,119.94,6469.13,2009,Semi-Furnished,4,23,16,7,9,1,0,Guard,Gym,East,Individual,Under Construction
1010,Karnataka,Mysore,Locality B,Villa,5,1770,123.94,7002.54,2002,Fully-Furnished,11,17,23,6,8,3,0,Gated,None,North,Agent,Under Construction
1011,Delhi,New Delhi,Locality B,Apartment,3,2163,149.54,6913.65,1994,Semi-Furnished,9,14,31,6,7,4,1,None,Pool,South,Builder,Ready to Move
1012,Maharashtra,Pune,Locality B,Villa,1,2894,277.42,9586.17,2012,Fully-Furnished,9,16,13,2,1,3,2,Gated,Clubhouse,South,Individual,Under Construction
1013,Tamil Nadu,Chennai,Locality C,Apartment,2,2927,183.29,6261.96,2008,Semi-Furnished,13,24,17,2,9,4,1,Gated,Clubhouse,North,Individual,Under Construction
1014,Telangana,Hyderabad,Locality A,Villa,5,2948,281.59,9551.98,2004,Semi-Furnished,16,9,21,6,2,1,1,None,None,East,Builder,Under Construction
1015,Karnataka,Bangalore,Locality C,Apartment,1,771,34.09,4421.18,2023,Unfurnished,18,17,2,6,9,3,2,Guard,Gym,East,Builder,Ready to Move
1016,Maharashtra,Mumbai,Locality C,Independent House,2,1720,163.5,9505.8,1996,Fully-Furnished,1,12,29,7,8,2,0,Gated,Pool,North,Agent,Ready to Move
1017,Maharashtra,Mumbai,Locality B,Independent House,3,541,40.38,7464.4,2001,Fully-Furnished,6,9,24,9,8,4,0,Gated,Pool,West,Agent,Ready to Move
1018,Karnataka,Bangalore,Locality C,Villa,2,1463,127.84,8738.27,2003,Fully-Furnished,16,12,22,6,1,1,2,None,Clubhouse,South,Agent,Ready to Move
1019,Delhi,New Delhi,Locality C,Independent House,1,890,41.09,4616.85,2004,Unfurnished,18,14,21,3,5,4,0,None,None,West,Builder,Under Construction
1020,Delhi,New Delhi,Locality A,Apartment,3,2742,208.14,7590.77,2012,Fully-Furnished,18,17,13,8,1,2,2,Guard,Pool,North,Individual,Under Construction
1021,Maharashtra,Pune,Locality A,Independent House,3,2172,89.4,4115.83,1994,Fully-Furnished,6,14,31,8,2,2,0,Guard,Pool,North,Builder,Ready to Move
1022,Telangana,Hyderabad,Locality A,Apartment,2,1684,109.7,6513.96,1990,Fully-Furnished,14,14,35,9,3,2,1,CCTV,Gym,North,Individual,Under Construction
1023,Tamil Nadu,Coimbatore,Locality C,Apartment,3,3212,283.11,8814.16,2009,Semi-Furnished,15,12,16,3,4,1,0,Gated,Gym,West,Individual,Ready to Move
1024,Maharashtra,Nagpur,Locality B,Villa,5,2290,168.84,7372.87,1996,Unfurnished,19,24,29,5,9,1,1,Guard,None,North,Agent,Under Construction
1025,Delhi,New Delhi,Locality A,Villa,1,1884,99.17,5263.87,1991,Unfurnished,15,24,34,8,5,4,2,None,Gym,East,Agent,Under Construction
1026,Telangana,Hyderabad,Locality A,Villa,1,1553,136.72,8803.74,2002,Unfurnished,5,21,23,3,6,1,0,CCTV,Clubhouse,West,Builder,Ready to Move
1027,Delhi,New Delhi,Locality A,Villa,5,3839,378.05,9847.66,1991,Semi-Furnished,3,8,34,1,9,4,1,CCTV,Clubhouse,North,Builder,Ready to Move
1028,Karnataka,Bangalore,Locality C,Apartment,5,769,69.03,8976.68,2006,Semi-Furnished,10,15,19,5,4,4,1,Gated,Pool,South,Individual,Ready to Move
1029,Delhi,New Delhi,Locality C,Apartment,4,930,74.8,8042.5,2014,Unfurnished,4,21,11,8,7,2,0,CCTV,Gym,South,Builder,Ready to Move
1030,Karnataka,Mysore,Locality C,Apartment,4,3424,319.14,9320.64,2015,Fully-Furnished,6,20,10,4,2,2,0,Guard,Clubhouse,North,Agent,Under Construction
1031,Maharashtra,Nagpur,Locality A,Independent House,1,2758,151.29,5485.35,1999,Fully-Furnished,19,6,26,9,7,4,2,CCTV,Clubhouse,East,Individual,Ready to Move
1032,Telangana,Hyderabad,Locality A,Independent House,5,683,56.52,8275.63,1991,Unfurnished,10,9,34,1,2,1,2,None,None,North,Agent,Under Construction
1033,Telangana,Hyderabad,Locality C,Independent House,3,3114,307.03,9859.69,1996,Semi-Furnished,10,11,29,9,5,4,0,Guard,None,East,Agent,Under Construction
1034,Tamil Nadu,Coimbatore,Locality B,Apartment,3,2084,99.44,4771.41,2001,Semi-Furnished,13,17,24,4,3,3,0,None,Clubhouse,East,Individual,Under Construction
1035,Karnataka,Mysore,Locality B,Apartment,2,3711,250.42,6748.09,2007,Fully-Furnished,14,19,18,3,9,2,2,Guard,Pool,South,Agent,Ready to Move
1036,Telangana,Hyderabad,Locality C,Apartment,3,524,36.32,6931.11,2003,Fully-Furnished,3,6,22,1,1,3,2,CCTV,Gym,North,Builder,Under Construction
1037,Delhi,New Delhi,Locality B,Villa,1,3464,262.05,7564.81,1998,Fully-Furnished,8,17,27,5,2,2,2,Guard,Clubhouse,West,Agent,Under Construction
1038,Telangana,Hyderabad,Locality A,Villa,3,3900,178.37,4573.56,1996,Fully-Furnished,12,23,29,4,3,2,1,Guard,None,West,Builder,Under Construction
1039,Karnataka,Mysore,Locality A,Independent House,5,2923,133.68,4573.21,2000,Fully-Furnished,11,11,25,8,7,4,1,Guard,Gym,East,Individual,Under Construction
1040,Karnataka,Bangalore,Locality C,Independent House,5,1647,82.86,5031.01,2003,Semi-Furnished,9,21,22,7,1,1,2,None,None,East,Agent,Ready to Move
1041,Maharashtra,Mumbai,Locality C,Independent House,2,981,79.81,8136.03,2012,Fully-Furnished,1,18,13,1,7,1,1,None,Clubhouse,West,Builder,Ready to Move
1042,Tamil Nadu,Chennai,Locality B,Independent House,2,2980,245.22,8229.02,2011,Unfurnished,13,20,14,3,6,1,1,None,Clubhouse,West,Builder,Under Construction
1043,Maharashtra,Nagpur,Locality C,Villa,5,3196,235.95,7382.67,2000,Semi-Furnished,13,24,25,2,8,3,1,CCTV,Gym,South,Individual,Under Construction
1044,Delhi,New Delhi,Locality C,Villa,1,1745,112.82,6465.06,2020,Unfurnished,12,5,5,8,8,2,1,Guard,Clubhouse,South,Builder,Ready to Move
1045,Maharashtra,Pune,Locality B,Villa,2,1531,143.77,9390.67,2008,Semi-Furnished,4,19,17,4,7,4,0,Gated,None,West,Agent,Under Construction
1046,Delhi,New Delhi,Locality A,Independent House,1,2886,160.35,5556.3,2008,Unfurnished,16,8,17,2,5,3,2,CCTV,Pool,East,Individual,Ready to Move
1047,Delhi,New Delhi,Locality A,Villa,4,722,46.42,6429.38,2019,Fully-Furnished,11,24,6,5,8,1,1,Gated,Gym,South,Individual,Ready to Move
1048,Tamil Nadu,Chennai,Locality C,Independent House,1,2333,222.78,9549.23,1992,Fully-Furnished,13,7,33,9,1,2,1,None,None,West,Individual,Under Construction
1049,Telangana,Hyderabad,Locality C,Villa,4,3760,218.9,5821.92,2000,Unfurnished,7,18,25,1,2,2,0,None,Clubhouse,West,Agent,Under Construction
1050,Maharashtra,Mumbai,Locality B,Independent House,5,1290,99.05,7678.31,2015,Semi-Furnished,7,13,10,3,9,1,0,Gated,Pool,East,Individual,Under Construction
1051,Karnataka,Bangalore,Locality B,Villa,5,1866,75.63,4053.2,2013,Fully-Furnished,12,11,12,3,6,4,0,Guard,Pool,South,Individual,Under Construction
1052,Delhi,New Delhi,Locality B,Villa,3,1187,78.97,6652.62,2002,Unfurnished,5,7,23,2,9,4,2,None,Pool,West,Agent,Ready to Move
1053,Maharashtra,Mumbai,Locality B,Villa,3,2612,256.7,9827.78,1994,Unfurnished,8,6,31,5,4,2,0,Gated,Clubhouse,South,Individual,Under Construction
1054,Delhi,New Delhi,Locality B,Villa,5,2248,132.0,5871.83,2008,Semi-Furnished,3,6,17,5,6,2,2,Gated,Pool,South,Agent,Ready to Move
1055,Telangana,Hyderabad,Locality A,Independent House,5,1363,61.1,4483.1,2012,Unfurnished,5,5,13,2,2,3,2,Gated,Pool,North,Individual,Under Construction
1056,Telangana,Hyderabad,Locality C,Villa,2,3299,146.19,4431.4,2014,Fully-Furnished,18,5,11,9,5,1,1,Guard,Clubhouse,North,Individual,Under Construction
1057,Maharashtra,Pune,Locality A,Independent House,3,3962,393.84,9940.52,1991,Fully-Furnished,8,9,34,9,1,3,1,None,None,North,Builder,Under Construction
1058,Tamil Nadu,Coimbatore,Locality B,Independent House,4,2302,120.9,5252.01,1992,Fully-Furnished,7,21,33,5,6,4,0,None,Pool,East,Individual,Ready to Move
1059,Tamil Nadu,Chennai,Locality B,Independent House,1,1941,105.53,5436.79,1996,Semi-Furnished,2,20,29,5,9,1,1,Guard,Gym,West,Builder,Ready to Move
1060,Delhi,New Delhi,Locality A,Apartment,1,3575,350.71,9810.16,2012,Semi-Furnished,15,13,13,9,2,4,1,None,Pool,West,Builder,Under Construction
1061,Telangana,Hyderabad,Locality B,Independent House,1,1430,123.38,8627.88,2005,Semi-Furnished,8,5,20,6,1,2,0,Gated,Clubhouse,South,Builder,Ready to Move
1062,Delhi,New Delhi,Locality B,Apartment,2,602,59.85,9942.41,2021,Unfurnished,6,22,4,4,1,3,1,Gated,None,East,Individual,Under Construction
1063,Karnataka,Bangalore,Locality A,Villa,3,2127,146.94,6908.45,2010,Fully-Furnished,1,24,15,8,4,2,0,Gated,None,North,Agent,Ready to Move
1064,Delhi,New Delhi,Locality A,Villa,2,563,50.94,9047.85,2016,Unfurnished,3,17,9,2,4,4,1,None,Clubhouse,North,Builder,Ready to Move
1065,Maharashtra,Mumbai,Locality B,Apartment,5,3886,183.38,4719.04,2002,Fully-Furnished,18,18,23,6,7,4,0,Guard,None,South,Individual,Under Construction
1066,Tamil Nadu,Coimbatore,Locality C,Villa,2,3250,203.2,6252.37,2010,Unfurnished,16,9,15,6,6,4,0,None,None,East,Individual,Under Construction
1067,Telangana,Hyderabad,Locality A,Independent House,5,3552,148.28,4174.61,2015,Unfurnished,6,14,10,4,8,4,0,CCTV,None,East,Individual,Under Construction
1068,Telangana,Hyderabad,Locality B,Villa,3,1273,80.72,6341.18,1990,Unfurnished,15,6,35,2,4,1,2,None,None,North,Agent,Ready to Move
1069,Karnataka,Bangalore,Locality B,Independent House,2,1261,104.67,8300.28,2011,Fully-Furnished,14,23,14,8,7,3,2,CCTV,Clubhouse,West,Agent,Ready to Move
1070,Tamil Nadu,Coimbatore,Locality B,Independent House,5,2113,120.53,5704.21,2021,Semi-Furnished,9,10,4,7,2,2,1,CCTV,Gym,North,Individual,Ready to Move
1071,Telangana,Hyderabad,Locality B,Villa,3,3812,213.98,5613.43,2000,Semi-Furnished,16,21,25,3,6,2,0,None,Clubhouse,South,Agent,Ready to Move
1072,Tamil Nadu,Coimbatore,Locality A,Villa,2,2531,157.75,6232.72,2018,Fully-Furnished,2,7,7,9,5,4,1,CCTV,Pool,North,Builder,Under Construction
1073,Tamil Nadu,Chennai,Locality B,Villa,2,3068,150.52,4906.21,2021,Semi-Furnished,14,22,4,7,5,4,2,Gated,Gym,North,Individual,Under Construction
1074,Karnataka,Mysore,Locality A,Independent House,3,3615,238.68,6602.36,1998,Fully-Furnished,4,10,27,5,7,3,1,None,Pool,North,Builder,Ready to Move
1075,Tamil Nadu,Chennai,Locality C,Apartment,1,2880,267.99,9305.17,2008,Semi-Furnished,16,17,17,6,4,2,2,CCTV,Pool,West,Agent,Ready to Move
1076,Maharashtra,Pune,Locality A,Villa,4,3890,350.68,9014.84,2006,Fully-Furnished,19,9,19,9,2,3,2,Gated,Gym,West,Agent,Under Construction
1077,Maharashtra,Pune,Locality C,Independent House,1,1661,75.14,4523.96,1998,Semi-Furnished,11,8,27,5,9,3,0,Gated,Clubhouse,North,Agent,Under Construction
1078,Karnataka,Bangalore,Locality A,Apartment,1,2578,132.39,5135.25,2017,Semi-Furnished,7,9,8,3,1,3,1,None,Gym,South,Builder,Under Construction
1079,Delhi,New Delhi,Locality A,Villa,2,3526,351.77,9976.47,2017,Unfurnished,4,24,8,7,8,4,0,CCTV,None,West,Builder,Under Construction
1080,Maharashtra,Mumbai,Locality B,Independent House,1,1476,98.96,6704.77,2002,Fully-Furnished,3,6,23,5,7,3,1,None,Clubhouse,West,Agent,Ready to Move
1081,Telangana,Hyderabad,Locality B,Independent House,5,762,66.97,8789.02,2010,Semi-Furnished,5,21,15,6,5,3,0,Gated,Pool,East,Individual,Under Construction
1082,Maharashtra,Nagpur,Locality A,Independent House,5,2825,133.89,4739.41,2005,Semi-Furnished,19,12,20,2,3,4,1,Gated,Gym,South,Individual,Under Construction
1083,Delhi,New Delhi,Locality A,Apartment,3,3988,356.3,8934.35,2014,Fully-Furnished,15,11,11,4,8,1,0,None,None,East,Agent,Under Construction
1084,Maharashtra,Pune,Locality B,Apartment,4,1391,121.64,8744.49,2002,Semi-Furnished,4,5,23,3,2,2,0,Guard,Clubhouse,West,Builder,Under Construction
1085,Maharashtra,Pune,Locality B,Independent House,5,1681,74.23,4415.9,2018,Unfurnished,17,24,7,4,7,3,2,Gated,Gym,North,Builder,Ready to Move
1086,Tamil Nadu,Chennai,Locality B,Villa,4,1019,57.0,5594.07,2014,Semi-Furnished,13,7,11,6,6,1,1,CCTV,Pool,South,Individual,Ready to Move
1087,Delhi,New Delhi,Locality A,Apartment,4,899,48.97,5446.66,2005,Unfurnished,5,11,20,7,1,4,1,Gated,None,West,Builder,Ready to Move
1088,Telangana,Hyderabad,Locality B,Villa,5,3402,203.94,5994.69,2020,Semi-Furnished,18,16,5,5,6,4,2,None,None,East,Agent,Under Construction
1089,Maharashtra,Mumbai,Locality B,Villa,3,1464,87.74,5993.37,2006,Semi-Furnished,13,16,19,5,4,1,0,Gated,Gym,South,Individual,Ready to Move
1090,Tamil Nadu,Coimbatore,Locality A,Apartment,3,3890,283.05,7276.33,1996,Fully-Furnished,8,15,29,9,5,4,0,Gated,Pool,North,Builder,Ready to Move
1091,Delhi,New Delhi,Locality A,Apartment,2,790,34.03,4307.44,2017,Semi-Furnished,11,18,8,6,2,4,1,None,Clubhouse,East,Agent,Under Construction
1092,Maharashtra,Mumbai,Locality A,Independent House,1,3512,154.72,4405.33,1995,Unfurnished,11,21,30,3,4,3,2,Guard,Gym,North,Builder,Ready to Move
1093,Tamil Nadu,Chennai,Locality B,Villa,2,948,81.9,8638.83,1990,Semi-Furnished,11,9,35,6,4,4,2,Gated,Gym,North,Agent,Ready to Move
1094,Delhi,New Delhi,Locality A,Apartment,2,695,53.2,7654.49,2013,Fully-Furnished,19,6,12,6,8,1,2,Guard,Clubhouse,East,Individual,Under Construction
1095,Tamil Nadu,Chennai,Locality C,Villa,3,3657,274.11,7495.61,1996,Fully-Furnished,4,23,29,7,2,1,2,None,Gym,East,Builder,Ready to Move
1096,Telangana,Hyderabad,Locality B,Apartment,2,2811,117.8,4190.83,1991,Semi-Furnished,19,11,34,3,7,4,0,None,Gym,North,Builder,Under Construction
1097,Karnataka,Mysore,Locality A,Villa,1,2720,209.62,7706.44,1996,Fully-Furnished,10,18,29,1,1,1,2,Guard,None,South,Builder,Under Construction
1098,Maharashtra,Mumbai,Locality B,Villa,1,1052,71.74,6819.34,2019,Fully-Furnished,18,19,6,8,4,4,1,None,Pool,West,Agent,Ready to Move
1099,Karnataka,Mysore,Locality C,Independent House,3,2096,122.01,5820.91,2011,Unfurnished,3,17,14,5,7,4,2,CCTV,Clubhouse,North,Builder,Under Construction
1100,Telangana,Hyderabad,Locality B,Villa,4,970,71.28,7348.85,2006,Semi-Furnished,5,14,19,6,6,2,2,CCTV,Gym,North,Builder,Ready to Move
1101,Tamil Nadu,Coimbatore,Locality A,Villa,3,1881,133.2,7081.13,2022,Semi-Furnished,2,12,3,1,4,2,2,Guard,Pool,East,Individual,Under Construction
1102,Tamil Nadu,Chennai,Locality A,Independent House,3,2771,155.62,5616.08,2006,Unfurnished,5,16,19,2,2,1,1,CCTV,Clubhouse,South,Builder,Ready to Move
1103,Tamil Nadu,Coimbatore,Locality A,Apartment,2,2716,264.17,9726.27,2003,Fully-Furnished,13,12,22,3,9,3,0,CCTV,Gym,West,Builder,Ready to Move
1104,Karnataka,Bangalore,Locality C,Independent House,5,2950,184.85,6265.96,2020,Semi-Furnished,16,20,5,3,2,1,2,Gated,Clubhouse,East,Individual,Ready to Move
1105,Telangana,Hyderabad,Locality A,Independent House,4,2822,159.81,5663.09,2007,Fully-Furnished,11,19,18,1,2,4,2,Gated,Gym,North,Agent,Under Construction
1106,Tamil Nadu,Coimbatore,Locality C,Apartment,4,1641,67.32,4102.56,2010,Unfurnished,12,15,15,4,9,1,2,None,None,East,Individual,Ready to Move
1107,Karnataka,Bangalore,Locality A,Independent House,2,1665,76.35,4585.66,1998,Semi-Furnished,12,24,27,4,4,1,2,None,Pool,South,Individual,Under Construction
1108,Delhi,New Delhi,Locality C,Villa,3,2922,208.94,7150.53,2009,Unfurnished,9,10,16,7,5,4,1,Guard,None,North,Individual,Ready to Move
1109,Delhi,New Delhi,Locality C,Independent House,3,1493,141.42,9472.41,2015,Fully-Furnished,6,17,10,7,5,4,0,Gated,Gym,North,Builder,Under Construction
1110,Karnataka,Bangalore,Locality A,Villa,2,1838,161.76,8800.95,1994,Fully-Furnished,12,18,31,3,4,3,1,CCTV,Clubhouse,West,Builder,Ready to Move
1111,Karnataka,Mysore,Locality C,Independent House,3,982,83.61,8513.87,2006,Unfurnished,10,6,19,9,8,2,1,Guard,Gym,East,Agent,Ready to Move
1112,Maharashtra,Pune,Locality A,Villa,5,1057,89.13,8432.78,1998,Semi-Furnished,4,5,27,5,7,1,0,Guard,Pool,East,Agent,Under Construction
1113,Telangana,Hyderabad,Locality A,Apartment,4,3344,177.61,5311.29,1990,Unfurnished,16,6,35,9,4,1,0,CCTV,None,South,Builder,Under Construction
1114,Tamil Nadu,Chennai,Locality A,Apartment,3,1667,82.91,4973.68,1993,Semi-Furnished,11,11,32,1,4,1,2,Gated,None,South,Individual,Under Construction
1115,Delhi,New Delhi,Locality B,Independent House,1,1029,75.33,7320.35,2001,Fully-Furnished,2,21,24,7,6,1,0,Gated,Gym,East,Individual,Under Construction
1116,Karnataka,Mysore,Locality C,Independent House,3,3708,151.96,4098.08,2015,Fully-Furnished,10,18,10,8,7,4,1,Gated,None,East,Agent,Ready to Move
1117,Karnataka,Bangalore,Locality B,Villa,2,3718,249.25,6704.0,2013,Unfurnished,12,14,12,6,6,1,1,Gated,Pool,East,Agent,Under Construction
1118,Telangana,Hyderabad,Locality B,Independent House,1,2348,212.7,9058.66,1995,Unfurnished,8,7,30,1,2,3,0,CCTV,None,West,Builder,Ready to Move
1119,Tamil Nadu,Chennai,Locality A,Apartment,2,2004,131.07,6540.5,1993,Unfurnished,16,13,32,2,3,4,2,Guard,Pool,East,Individual,Ready to Move
1120,Tamil Nadu,Coimbatore,Locality C,Apartment,5,859,66.93,7791.34,1999,Fully-Furnished,10,13,26,1,8,1,1,Gated,Clubhouse,South,Agent,Ready to Move
1121,Delhi,New Delhi,Locality C,Independent House,2,2836,257.19,9068.74,2022,Semi-Furnished,11,10,3,7,7,4,1,Guard,Pool,East,Agent,Ready to Move
1122,Karnataka,Bangalore,Locality C,Apartment,3,2114,128.65,6085.39,2007,Semi-Furnished,13,11,18,4,6,1,1,None,None,South,Agent,Under Construction
1123,Telangana,Hyderabad,Locality A,Apartment,4,1227,112.72,9186.86,2012,Unfurnished,8,21,13,1,1,3,0,None,None,East,Agent,Under Construction
1124,Maharashtra,Pune,Locality B,Villa,4,2855,232.99,8160.77,2018,Fully-Furnished,10,12,7,9,2,2,2,Gated,Pool,South,Individual,Under Construction
1125,Karnataka,Bangalore,Locality C,Apartment,2,844,80.33,9517.73,2012,Semi-Furnished,18,5,13,4,8,1,0,Gated,None,East,Individual,Under Construction
1126,Tamil Nadu,Coimbatore,Locality A,Apartment,4,3949,174.43,4417.05,1995,Semi-Furnished,8,22,30,6,1,2,2,Gated,Clubhouse,North,Builder,Under Construction
1127,Karnataka,Bangalore,Locality A,Independent House,4,1660,74.1,4463.63,1998,Unfurnished,12,17,27,8,3,3,0,None,Clubhouse,East,Individual,Ready to Move
1128,Tamil Nadu,Chennai,Locality A,Apartment,1,2272,122.89,5409.04,2019,Semi-Furnished,12,21,6,6,3,3,1,Guard,Pool,East,Individual,Under Construction
1129,Maharashtra,Nagpur,Locality A,Independent House,1,1676,70.53,4208.34,1997,Unfurnished,18,15,28,1,6,4,1,Gated,Gym,West,Agent,Ready to Move
1130,Karnataka,Mysore,Locality C,Independent House,1,1494,71.45,4782.64,2011,Unfurnished,5,15,14,2,3,4,1,CCTV,None,South,Individual,Under Construction
1131,Karnataka,Mysore,Locality A,Apartment,5,1691,128.22,7582.59,1990,Semi-Furnished,2,20,35,4,7,3,0,None,Pool,South,Agent,Ready to Move
1132,Maharashtra,Nagpur,Locality A,Villa,2,1940,118.21,6093.2,1996,Semi-Furnished,7,18,29,1,4,1,0,Gated,Pool,West,Builder,Under Construction
1133,Telangana,Hyderabad,Locality A,Villa,1,1718,167.09,9726.13,1992,Unfurnished,12,12,33,6,7,3,2,Guard,Gym,West,Builder,Under Construction
1134,Delhi,New Delhi,Locality B,Independent House,2,1157,109.53,9466.39,2014,Unfurnished,2,8,11,1,5,2,0,Gated,Pool,East,Agent,Under Construction
1135,Delhi,New Delhi,Locality A,Apartment,1,1409,56.66,4021.64,2005,Semi-Furnished,16,6,20,9,2,3,2,CCTV,Pool,East,Builder,Ready to Move
1136,Karnataka,Mysore,Locality C,Apartment,2,2688,141.4,5260.32,2014,Fully-Furnished,18,10,11,8,2,3,2,Gated,Gym,South,Builder,Ready to Move
1137,Telangana,Hyderabad,Locality B,Independent House,3,918,75.42,8215.84,2017,Unfurnished,3,9,8,3,9,2,1,None,None,North,Agent,Under Construction
1138,Tamil Nadu,Chennai,Locality A,Villa,5,3919,257.48,6570.1,2008,Fully-Furnished,4,16,17,9,6,1,0,CCTV,Clubhouse,South,Individual,Ready to Move
1139,Telangana,Hyderabad,Locality B,Independent House,4,995,93.37,9384.03,2014,Unfurnished,12,7,11,2,1,3,1,Gated,Gym,North,Agent,Ready to Move
1140,Delhi,New Delhi,Locality B,Apartment,3,1349,57.36,4252.22,2018,Unfurnished,3,12,7,7,4,4,0,None,Pool,North,Agent,Under Construction
1141,Karnataka,Bangalore,Locality A,Apartment,3,1021,98.16,9614.03,2006,Fully-Furnished,11,12,19,4,9,2,0,Gated,Pool,South,Builder,Ready to Move
1142,Delhi,New Delhi,Locality B,Villa,3,1454,124.44,8558.27,2006,Semi-Furnished,11,20,19,7,3,4,2,Guard,None,West,Builder,Ready to Move
1143,Maharashtra,Mumbai,Locality B,Independent House,2,3430,152.19,4437.0,2013,Semi-Furnished,19,15,12,6,2,3,0,Guard,None,North,Individual,Ready to Move
1144,Tamil Nadu,Coimbatore,Locality B,Villa,4,2849,114.01,4001.86,2006,Fully-Furnished,10,23,19,8,4,1,1,Gated,Clubhouse,North,Builder,Ready to Move
1145,Delhi,New Delhi,Locality B,Independent House,4,1116,93.05,8338.21,1999,Fully-Furnished,10,22,26,8,4,2,1,Guard,Gym,South,Individual,Under Construction
1146,Karnataka,Bangalore,Locality B,Independent House,2,3922,283.95,7240.01,2009,Unfurnished,16,8,16,8,5,1,2,Guard,Gym,West,Agent,Ready to Move
1147,Maharashtra,Nagpur,Locality B,Apartment,1,2967,235.23,7928.06,2006,Semi-Furnished,6,11,19,3,7,2,1,CCTV,Clubhouse,West,Builder,Ready to Move
1148,Tamil Nadu,Coimbatore,Locality A,Independent House,2,3719,170.34,4580.14,2019,Semi-Furnished,4,20,6,1,9,3,2,Guard,Pool,South,Individual,Under Construction
1149,Karnataka,Mysore,Locality C,Apartment,1,3002,190.92,6359.7,2005,Fully-Furnished,8,6,20,9,7,3,1,Guard,Gym,West,Builder,Ready to Move
1150,Maharashtra,Mumbai,Locality A,Villa,3,3062,282.38,9222.15,2009,Unfurnished,6,15,16,3,1,1,0,CCTV,Clubhouse,South,Agent,Under Construction
1151,Telangana,Hyderabad,Locality A,Villa,1,1714,100.57,5867.8,2005,Fully-Furnished,18,20,20,8,5,2,0,Gated,Clubhouse,South,Agent,Under Construction
